name,company,email,address,country,state,website,phone
,Jack's Tavern,chris@jacksdenton.com,"508 S. Elm Street Denton, TX 76201",United States,Texas,https://jacksdenton.com/,(940) 808-0502
,Last Concert Cafe,chris@lastconcert.com,"1403 Nance Street Houston, TX 77002",United States,Texas,https://www.lastconcert.com/,(713) 226-8563
,Railroad Blues,chrispyrailroadblues@outlook.com,"504 W. Holland Avenue Alpine, TX 79830",United States,Texas,http://www.railroadblues.com/,(432) 837-3103
,Matera Gardens,chrissyphillipsbooking@gmail.com,"101 Oak Street Abilene, TX 79602",United States,Texas,https://www.materagardens.com/,(325) 704-1073
,Lytle Land And Cattle Co.,chrissyphillipsbooking@gmail.com,"1150 E. 11th Street Abilene, TX 79602",United States,Texas,https://www.lytlelandandcattle.com/,(325) 677-1925
,Lone Pint Brewery,christi@lonepint.com,"507 Commerce Street Magnolia, TX 77355",United States,Texas,https://www.lonepint.com,(281) 789-4061
,Lowbrow Palace,christian@lowbrowpalace.com,"1006 Texas Avenue El Paso, TX 79901",United States,Texas,,
,City Nights,citynightsmidland@gmail.com,"7400 W. County Road 116 Midland, TX 79706",United States,Texas,,(432) 701-4032
,Farr Best Theater,clarisa.wheat@mansfieldtexas.gov,"109 N. Main Street Mansfield, TX 76063",United States,Texas,https://www.mansfieldtexasarts.org/farr-best-theater,(817) 728-3339
,Rear Window Listening Room,clintontegeler@yahoo.com,"107 E. Menefee Street Ganado, TX 77962",United States,Texas,,
,The College Street Pub,collegestreetpub@yahoo.com,"210 N. College Street Waxahachie, TX 75165",United States,Texas,https://collegestreetpub.com/,(972) 938-2062
,Common Grounds,commongroundslive@gmail.com,"1123 S. 8th Street Waco, TX 76706",United States,Texas,https://www.commongroundstx.com/,(254) 757-2957
,Rayleigh Underground,connor@beatgig.com,"316 Las Colinas Boulevard West Irving, TX 75039",United States,Texas,https://www.rayleighunderground.com/venue,(469) 960-6878
,Conroe Crossroads Music Festival,conroecrossroads@txmusic.com,"Conroe, TX 77301",United States,Texas,,
,Truck Yard,contact@13thfloormusic.com,"2118 Lamar Street Houston, TX 77003",United States,Texas,https://truckyardhouston.com/,(713) 855-9666
,Second Rodeo Brewing,contact@13thfloormusic.com,"122 E. Exchange Avenue Suite 340 Fort Worth, TX 76164",United States,Texas,https://secondrodeobrewing.com/,(817) 240-4959
,Truck Yard,contact@13thfloormusic.com,"5959 Grove Lane The Colony, TX 75056",United States,Texas,https://truckyardthecolony.com/,(469) 401-6764
,TUPPS Brewery,contact@13thfloormusic.com,"721 Anderson Street McKinney, TX 75069",United States,Texas,https://tuppsbrewery.com/,(214) 856-7996
,Pecan Lodge,contact@13thfloormusic.com,"2702 Main Street Dallas, TX 75226",United States,Texas,https://pecanlodge.com/,(214) 748-8900
,Bowlski's Lakewood Theater,contact@13thfloormusic.com,"1825 Abrams Parkway, Suite 1 Dallas, TX 75214",United States,Texas,https://www.bowlskisdallas.com/,(214) 434-1113
,Woodshed Smokehouse,contact@13thfloormusic.com,"3201 Riverfront Drive Fort Worth, TX 76107",United States,Texas,https://www.woodshedsmokehouse.com/,(817) 877-4545
,Main Street Social,contact@mainstreetsocial.com,"1651 TX-332 Loop Liberty Hill, TX 78642",United States,Texas,https://www.mainstreetsocial.com/,(512) 548-5221
,The Venue at Live Oak,contact@thevenueatlo.com,"3201 Elkins Road Midland, TX 79705",United States,Texas,https://www.thevenueatlo.com/,(432) 219-7922
,Warehouse Live,contact@warehouselive.com,"2600 Travis Street Houston, TX 77006",United States,Texas,,
,The Mill Wine Bar & Event Center,coordinator@themillwinery.com,"239 Locust Street Abilene, TX 79602",United States,Texas,https://themillwinery.com,(325) 788-0360
,Waterloo Records,cory@waterloorecords.com,"600 N. Lamar Boulevard Austin, TX 78703",United States,Texas,https://waterloorecords.com/,(512) 474-2500
,County Line Bar & Grill,countylinebar@hotmail.com,"19412 FM 1093 Road Richmond, TX 77407",United States,Texas,https://countylinebarsandgrill.com/,(281) 398-4800
,Camp Margaritaville RV Resort,courtney@campmargaritavillecrystalbeach.com,"796 Highway 87 Crystal Beach, TX 77650",United States,Texas,https://www.margaritavilleresorts.com/camp-margaritaville-rv-resort-crystal-beach-tx,(409) 515-1970
,Texas Music City Grill & Smokehouse,courtney@texasmusiccity.com,"5424 Old Jacksonville Highway Tyler, TX 75703",United States,Texas,https://texasmusiccity.net/,(903) 509-4222
,Texas Music City Grill & Smokehouse,courtney@texasmusiccity.com,"55 Miranda Lambert Way Unit 4 Lindale, TX 75771",United States,Texas,https://texasmusiccity.net/,(430) 235-2100
,The Cove,covebooking@gmail.com,"606 W. Cypress Street San Antonio, TX 78212",United States,Texas,https://thecove.us/,(210) 227-2683
,Coyote Country Store,coyotecountrystore@gmail.com,"100 West Wasson Avenue Gail, TX 79738",United States,Texas,https://www.thecoyotestore.com/,(806) 756-4330
,Crazy 8's Sports Bar & Grill,crazy8ssportsbar@gmail.com,"306 N. Oak Avenue Mineral Wells, TX 76067",United States,Texas,,
,Cheer Up Charlies,cucbooking@gmail.com,"900 Red River Street Austin, TX 78701",United States,Texas,http://www.cheerupcharlies.com/,(512) 431-2133
,The Sugar Shack,d2233@cs.com,"106 N. Fulton Beach Road Fulton, TX 78382",United States,Texas,,(361) 790-9000
,Mule Barn Sports Bar & Grill,dakon@mulebarntexas.com,"218 S. Highway 156 Justin, TX 76247",United States,Texas,https://mulebarntexas.com/,(940) 648-8406
,Dan Electro's Guitar Bar,DanElectrosHouston@gmail.com,"1031 E. 24th Street Houston, TX 77009",United States,Texas,https://danelectrosbar.com/,(832) 499-5235
,John T. Floore Country Store,daniel@liveatfloores.com,"14492 Old Bandera Road Helotes, TX 78023",United States,Texas,https://www.liveatfloores.com/,(210) 695-8827
,Calhoun's 2.0,danika@Calhouns2.com,"4801 S. State Highway 91 Denison, TX 75020",United States,Texas,,(903) 209-3869
,The Pershing,dannye@thepershing.com,"2415 E. 5th Street Austin, TX 78702",United States,Texas,https://thepershing.com/,(512) 953-5045
,Dark Horse Dance Hall,darkhorsedancehall@gmail.com,"141 1/2 Oak Street Abilene, TX 79602",United States,Texas,,(512) 758-1287
,Cactus Theater,darryl@cactustheater.com,"1812 Buddy Holly Avenue Lubbock, TX 79401",United States,Texas,https://www.cactustheater.com/,(806) 762-3233
,Poor David's Pub,david@poordavidspub.com,"1313 Botham Jean Boulevard Dallas, TX 75215",United States,Texas,https://poordavidspub.com/,(214) 565-1295
,Pinballz Kingdom,dbedford@pinballz.com,"15201 S. IH 35 Buda, TX 78610",United States,Texas,https://www.pinballzarcade.com/locations/pinballz-kingdom/,(512) 523-4080
,Honky Tonk Texas,derek@honkytonktexas.us,"2389 Highway 96 North Silsbee, TX 77656",United States,Texas,https://www.honkytonktexas.us/,(409) 386-1995
,The Destination,destinationmtx@gmail.com,"1705 W. Industrial Avenue Midland, TX 79701",United States,Texas,https://www.thedestinationmidland.com/,(432) 352-0913
,Schreiner University,dgehrels@schreiner.edu,"2100 Memorial Boulevard Kerrville, TX 78028",United States,Texas,,
,Shaw's Patio Bar & Grill,dmshaw@flash.net,"1051 W. Magnolia Avenue Fort Worth, TX 76104",United States,Texas,https://shawspatio.com/,(817) 926-2116
,Dog 'n' Bone,dnb@dognboneds.com,"310 Old Fitzhugh Road Dripping Springs, TX 78620",United States,Texas,https://www.dognboneds.com/calendar,(512) 894-2438
,Dosey Doe - The Big Barn,doseydoeinc@gmail.com,"25911 I-45 North The Woodlands, TX 77380",United States,Texas,https://www.doseydoetickets.com/,(281) 367-3774
,Lockwood Distilling Co.,dusty@lockwooddistilling.com,"1411 Magnolia Avenue Fort Worth, TX 76104",United States,Texas,https://lockwooddistilling.com/magnolia-menu/,(682) 499-6270
,The Doublewide,dwbookings@gmail.com,"3510 Commerce Street Dallas, TX 75226",United States,Texas,http://doublewidedallas.com/,(469) 872-0191
,The Backyard Grill,eat@thebackyardgrill.com,"9453 Jones Road Houston, TX 77065",United States,Texas,https://www.thebackyardgrill.com/,(281) 897-9200
,Smitty's Café and Bakery,eatatsmittys@gmail.com,"4355 U.S. 290 Brenham, TX 77833",United States,Texas,,(979) 251-7665
,Rockhouse Southern Kitchen,ebcgroupwest@gmail.com,"6025 Richmond Avenue Houston, TX 77057",United States,Texas,https://www.rockhousehtx.com/,(713) 242-8793
,The Echo Lounge & Music Hall,echoinfo@livenation.com,"1323 N. Stemmons Freeway Dallas, TX 75207",United States,Texas,https://www.livenation.com/venue/KovZ917AxY0,(214) 438-2042
,The Edge Coffeehouse,edge.lakeworth@gmail.com,"3980 Boat Club Road #117 Lake Worth, TX 76135",United States,Texas,https://edge4all.com/,(817) 238-1372
,Sahara Lounge,eileen@saharalounge.com,"1413 Webberville Road Austin, TX 78721",United States,Texas,https://www.saharalounge.com/,(512) 927-0700
,The Electric Church,electricchurchrec@gmail.com,"5018 E. Cesar Chavez Street Austin, TX 78702",United States,Texas,,
,Elysium,elysiumaustin@aol.com,"705 Red River Street Austin, TX 78701",United States,Texas,,
,Sad Monkey Mercantile,emma@sadmonkeyhall.com,"9800 TX-217 Canyon, TX 79015",United States,Texas,https://www.sadmonkeymercantile.com/,(806) 488-2658
,Lava Cantina (The Colony),entertainment@lavacantina.com,"5805 Grandscape Boulevard The Colony, TX 75056",United States,Texas,https://lavacantina.com,(214) 618-6893
,Soirée Coffee Bar️,entertainment@soireecoffeebar.com,"320 Singleton Boulevard, Suite 190 Dallas, TX 75212",United States,Texas,https://www.soireecoffeebar.com/,(972) 850-9030
,Windmills,eric.timmons@total-environment.com,"5755 Grandscape Boulevard The Colony, TX 75056",United States,Texas,https://windmills-usa.com/,(972) 777-6770
,Pizzeria Vesuvio,estebanalvayero@yahoo.com,"1110 S. Alamo Street San Antonio, TX 78210",United States,Texas,https://www.pizzeriavesuviomenu.com/,(210) 245-7478
,The Rail Club Live,ethanmasseyevents@gmail.com,"3101 Joyce Drive Fort Worth, TX 76116",United States,Texas,,
,Freiheit Country Store,events.freiheit@gmail.com,"2157 FM 1101 New Braunfels, TX 78130",United States,Texas,https://www.freiheitcountrystore.net/,(830) 358-7148
,Dreamland,events@dreamlanddstx.com,"2770 W. Highway 290 Dripping Springs, TX 78620",United States,Texas,https://dreamland.us/,(512) 827-1279
,El Cosmico,events@elcosmico.com,"802 S. Highland Avenue Marfa, TX 79843",United States,Texas,https://elcosmico.com/,(432) 729-1950
,Lockwood Distilling Co.,events@lockwooddistilling.com,"506 Lockwood Drive, Suite A. Richardson, TX 75080",United States,Texas,https://lockwooddistilling.com/richardson-menu/,(469) 399-1599
,Longhorn Ballroom,events@longhornballroom.com,"216 Corinth Street Dallas, TX 75207",United States,Texas,,
,River Road Ice House,events@rredcorp.com,"1791 Hueco Springs Loop Road New Braunfels, TX 78132",United States,Texas,https://www.riverroadentertainmentdistrict.com/river-road-ice-house,(830) 626-1335
,The Ridglea,events@theridglea.com,"6025 Camp Bowie Boulevard Fort Worth, TX 76116",United States,Texas,https://theridglea.com/,(817) 738-9500
,University of Texas Arlington,excel@uta.edu,"701 South Nedderman Drive Arlington, TX 76019",United States,Texas,,(817) 272-2963
,Crossroads Music Venue,fightpartyproductions@yahoo.com,"4802 Tidwell Drive Tyler, TX 75708",United States,Texas,,(903) 638-3815
,Firehouse Lounge,firehousebookings@gmail.com,"605 Brazos Street, Suite 100 Austin, TX 78701",United States,Texas,https://www.firehousehostel.com/,(512) 201-2522
,The Forge,forgebooking@gmail.com,"1610 FM 279 Ben Wheeler, TX 75754",United States,Texas,https://theforgebenwheeler.com,(903) 833-5970
,Typhoon Texas,frank.mena@typhoontexas.com,"555 Katy Fort Bend Road Katy, TX 77494",United States,Texas,https://www.typhoontexas.com/houston/,(832) 426-7071
,McMurry University,fusco.mariah@mcm.edu,"1400 Sayles Boulevard Abilene, TX 79605",United States,Texas,,
,Trinity University,getinvolved@trinity.edu,"1 Trinity Place San Antonio, TX 78212",United States,Texas,,(210) 999-7547
,Giddy Ups,giddyupstexas@gmail.com,"12000 Manchaca Road Austin, TX 78748",United States,Texas,https://giddyups.com/,(512) 280-4732
,Fitzgerald's Bar & Live Music,gigs@fitzrockssa.com,"437 McCarty Road Suite, 101 San Antonio, TX 78216",United States,Texas,https://fitzrockssa.com/,(210) 607-7007
,Iron Wolf Ranch and Distillery,glenda@ironwolfranch.com,"101 County Road 409 Spicewood, TX 78669",United States,Texas,https://ironwolfranch.com/,(512) 970-3203
,151 Saloon,gm151saloon@gmail.com,"10619 Westover Hills Boulevard San Antonio, TX 78251",United States,Texas,https://151saloon.com/,(210) 248-9757
,The Grease Monkey,greggardner@verizon.net,"200 N. Mesquite Street Arlington, TX 76011",United States,Texas,https://greasemonkeyburgers.com/,(817) 665-5454
,The Broken Spoke,gspoke75@gmail.com,"3201 S. Lamar Boulevard Austin, TX 78704",United States,Texas,https://www.brokenspokeaustintx.net/,(512) 442-6189
,The Belmont,hamid@thebelmontaustin.com,"305 W. 6th Street Austin, TX 78701",United States,Texas,https://www.thebelmontaustin.com/,(512) 476-2100
,Hanovers Draught Haus,hanoverstx@gmail.com,"108 E. Main Street Pflugerville, TX 78660",United States,Texas,http://www.hanoversaustin.com/,(512) 969-5027
,Hardtails Bar and Grill,hardtailsmusic@gmail.com,"1515 I-35 South Georgetown, TX 78628",United States,Texas,https://hardtailsbarandgrill.com/,(512) 869-5454
,Rahr & Sons Brewing Company,hayden@rahrbrewing.com,"701 Galveston Avenue Fort Worth, TX 76104",United States,Texas,https://rahrbrewing.com/,(817) 810-9266
,Heff's Burgers & Bar,heffsburgers@gmail.com,"4310 Buffalo Gap Road Suite 1342 Abilene, TX 79606",United States,Texas,https://www.heffsburgers.net/heffsburgersandbar,(325) 232-6715
,Brasil,hello@brasilcafehouston.com,"2604 Dunlavy Street Houston, TX 77098",United States,Texas,https://www.brasilcafehouston.com/,(713) 528-1993
,Southside Tavern,hello@southsidetaverntx.com,"1011 Fifth Street Goldthwaite, TX 76844",United States,Texas,https://www.southsidetaverntx.com/,(325) 648-2388
,Tweedy's Bar,hello@tweedysbar.com,"2908 Fruth Street Austin, TX 78705",United States,Texas,https://www.tweedysbar.com/,(512) 297-2125
,Whip In,hellowhipin@gmail.com,"1950 IH35 South Austin, TX 78704",United States,Texas,http://whipin.com,(512) 442-5337
,The Hideaway,hideawaynb@gmail.com,"262 W. Jahn Street New Braunfels, TX 78130",United States,Texas,,(830) 620-5376
,The Hideaway on Dunvale,hideawayondunvale@gmail.com,"3122 Dunvale Road Houston, TX 77063",United States,Texas,http://www.hideawayondunvale.com/,(713) 977-3515
,Hi-Tones,hitones210@gmail.com,"621 E. Dewey Place San Antonio, TX 78212",United States,Texas,,
,The Hole in the Wall,holeinthewallbooking@gmail.com,"2538 Guadalupe Street Austin, TX 78705",United States,Texas,,
,Hotel Vegas,hotelhotburrito@gmail.com,"1502 E. 6th Street Austin, TX 78702",United States,Texas,,
,The Continental Club,houstonbookings@continentalclub.com,"3700 Main Street Houston, TX 77002",United States,Texas,https://continentalclub.com/,(713) 529-9899
,Midwestern State University,imani.broadnax@msutexas.edu,"3410 Taft Boulevard Wichita Falls, TX 76308",United States,Texas,,
,4Thirteen Sports Lounge,info@4thirteendallas.com,"755 State Highway 121 Lewisville, TX 75067",United States,Texas,https://www.4thirteendallas.com/,(972) 855-8339
,Aero Crafters,info@aerocrafters.pub,"309 E. Crestwood Drive Victoria, TX 77901",United States,Texas,https://aerocrafters.pub/,(361) 573-4388
,Aztec Theatre,info@albanylive.com,"141 S. Main Street Albany, TX 76430",United States,Texas,https://aztectheater.wordpress.com/,(325) 762-3133
,Arlington Music Hall,info@arlingtonmusichall.net,"224 N. Center Street Arlington, TX 76011",United States,Texas,https://arlingtonmusichall.net/,(817) 226-4400
,Ruins,info@banjostobeats.com,"2653 Commerce Street Dallas, TX 75226",United States,Texas,https://www.ruinsdeepellum.com/,(972) 707-0607
,Armoury D.E.,info@banjostobeats.com,"2714 Elm Street Dallas, TX 75226",United States,Texas,http://armouryde.com,(972) 803-5151
,Hurricane Harry's,info@bcsclubs.com,"313 College Avenue College Station, TX 77840",United States,Texas,http://harrys.bcsclubs.com,(979) 846-3343
,The Boondocks Music Festival,info@boondocksmusicfestival.com,"4609 CR 551 (Lakeland RV Ranch) Farmersville, TX 75442",United States,Texas,,
,Brew30 Taphouse,info@brew30taphouse.com,"15914 Telge Road Cypress, TX 77429",United States,Texas,http://www.brew30taphouse.com/,(281) 516-9315
,Brewster Street Ice House (Southside),info@brewsterstreet.net,"5550 Holly Road Corpus Christi, TX 78411",United States,Texas,https://brewsterstreet.net,(361) 345-2739
,Buck's Backyard,info@bucksbackyard.com,"1750 S. Farm to Market 1626 Buda, TX 78610",United States,Texas,https://www.bucksbackyard.com,(512) 312-9456
,The Scoot Inn,info@c3presents.com,"1308 E. 4th Street Austin, TX 78702",United States,Texas,,
,Stubb's Bar-B-Q,info@c3presents.com,"801 Red River Street Austin, TX 78701",United States,Texas,https://www.stubbsaustin.com/,(737) 465-1218
,Cafe J,info@cafejlubbock.com,"2605 19th Street Lubbock, TX 79410",United States,Texas,https://www.cafejlubbock.com/,(806) 743-5400
,C-Boy's Heart & Soul,info@cboys.com,"2008 S. Congress Avenue Austin, TX 78704",United States,Texas,https://www.cboys.com/,(512) 215-0023
,Celis Brewery,info@celisbeers.com,"10001 Metric Boulevard Austin, TX 78758",United States,Texas,http://www.celisbrewery.com,(512) 524-2377
,Cork House Winery,info@corkhousewinery.com,"213 E. Main Street Waxahachie, TX 75165",United States,Texas,https://www.corkhousewinery.com/,(972) 921-1069
,The Old Coupland Inn & Dancehall,info@couplanddancehall.com,"101 Hoxie Street Coupland, TX 78615",United States,Texas,https://www.couplanddancehall.com/,(512) 856-2777
,Dan's SilverLeaf,info@danssilverleaf.com,"103 Industrial Street Denton, TX 76201",United States,Texas,https://danssilverleaf.com/,(940) 808-0008
,The Barn,info@friogrill.com,"16416 Mueschke Road Cypress, TX 77433",United States,Texas,https://friogrill.com/the-barn-about/,(281) 256-3746
,Hi Hat Public House,info@hihatpublichouse.com,"2121 E. 6th Street, Suite 101 Austin, TX 78702",United States,Texas,https://www.hihatpublichouse.com/,(512) 478-8700
,The Volstead,info@hotelvegasaustin.com,"1500 E. 6th Street Austin, TX 78702",United States,Texas,,
,Lambeau’s Sports Bar & Grill,info@lambeaus.com,"13131 Louetta Road Cypress, TX 77429",United States,Texas,https://lambeaus.com/,(346) 336-6151
,LEVITATION,info@levitation.fm,"Austin, TX 73301",United States,Texas,,
,O'Briens Irish Pub,info@obrienstemple.com,"11 E. Central Avenue Temple, TX 76501",United States,Texas,https://obrienstemple.com,(254) 295-0518
,Old Settlers Music Festival,info@oldsettlersmusicfest.org,"1616 FM 3158 Dale, TX 78616",United States,Texas,,
,Parish,info@resoundpresents.com,"501 Brushy Street Austin, TX 78702",United States,Texas,,
,Rowdys Dance Hall,info@rowdysdancehall.com,"803 E. Nasa Parkway Suite 140 Webster, TX 77598",United States,Texas,https://rowdysdancehall.com/home/webster/,(346) 230-7163
,Rowdys Dance Hall,info@rowdysdancehall.com,"19959 Holzwarth Road Spring, TX 77388",United States,Texas,https://rowdysdancehall.com/home/spring/,(832) 616-3390
,Sanchos,info@sanchosmx.com,"628 Jackson Street San Antonio, TX 78212",United States,Texas,https://sanchosmx.com/,(210) 320-1840
,Shooters Billiards & Sports Bar,info@shootersbilliards.net,"11416 N FM 620 Austin, TX 78726",United States,Texas,https://shootersbilliards.net/,(512) 401-2060
,Shooters Billiards & Sports Bar,info@shootersbilliards.net,"601 E. Whitestone Blvd Suite 532 Cedar Park, TX 78613",United States,Texas,https://shootersbilliards.net/,(512) 260-2060
,Wild Stallion Vineyards,info@showbusinessonline.com,"5969 W. Rayford Road Spring, TX 77389",United States,Texas,https://www.wildstallionvineyards.com/,(281) 803-9463
,Southern Junction Nightclub & Steakhouse,info@sojoroysecity.com,"5574 TX-276 Royse City, TX 75189",United States,Texas,https://www.southernjunctionlive.com/,(972) 771-2418
,Super Happy Fun Land,info@superhappyfunland.com,"3801 Polk Street Houston, TX 77003",United States,Texas,https://www.superhappyfunland.com//,(713) 837-8725
,Tannahill's Tavern & Music Hall,info@tannahills.com,"122 E. Exchange Street Suite 200 Fort Worth, TX 76164",United States,Texas,https://www.tannahills.com/,(817) 900-9300
,The Amp Room,info@theamproom.com,"2407 N. St. Mary's Street San Antonio, TX 78212",United States,Texas,https://www.theamproom.com/,(210) 320-2122
,The Barnhill Center,info@thebarnhillcenter.com,"111 W. Main Street Brenham, TX 77833",United States,Texas,http://thebarnhillcenter.com,(979) 337-7240
,The Collective Art Space,info@thecollectiveartspace.com,"214 Center Street Deer Park, TX 77536",United States,Texas,https://thecollectiveartspace.com/,(713) 724-0319
,The Heights Theater,info@theheightstheater.com,"339 W. 19th Street Houston, TX 77008",United States,Texas,https://theheightstheater.com/,(214) 272-8346
,The Neon Possum,info@theneonpossum.xyz,"2830 E. Richey Road Humble, TX 77338",United States,Texas,,(281) 645-4268
,The Reagan,info@thereaganep.com,"313 E. Mills Avenue El Paso, TX 79901",United States,Texas,https://www.thereaganep.com/,(915) 529-5683
,Troubadour Festival,info@troubadourfestival.com,"Aggie Park College Station, TX 77840",United States,Texas,,
,Troubadour Festival,info@troubadourfestival.com,"Old Celina Park Celina, TX 75009",United States,Texas,,
,White Rock Coffee,info@wrcoffee.com,"10105 E. Northwest Highway Dallas, TX 75238",United States,Texas,https://wrcoffee.com/,(214) 341-4774
,Plaza Colombian Coffee,irving@plazacolombiancoffee.com,"3842 S. Congress Avenue Austin, TX 78704",United States,Texas,https://www.plazacolombiancoffee.com/,(512) 825-0738
,Treno Pizzeria and Taproom,jacob@trenopizzeria.com,"112 S. 1st Street Temple, TX 76501",United States,Texas,https://trenopizzeria.com/,(254) 295-0091
,Jaime's Place,jaime@jaimesplace.pub,"1514 W. Commerce Street San Antonio, TX 78207",United States,Texas,https://jaimesplace.pub/,(210) 564-9083
,11th Street Cowboy Bar,james@11thstreetcowboybar.com,"307 11th Street Bandera, TX 78003",United States,Texas,http://www.11thstreetcowboybar.com/,(830) 796-4849
,The Flying Walrus,jamesra11778@gmail.com,"204 S. 17th Street McAllen, TX 78501",United States,Texas,,(956) 627-0211
,Eccentric Brewing Company,jamie@metal-efx.com,"1402 Cotton Flat Road Midland, TX 79701",United States,Texas,https://www.eccentricbrewery.com/,(432) 934-1055
,The Ector Theatre,jason@theector.com,"500 N. Texas Avenue Odessa, TX 79761",United States,Texas,https://theector.com/,(432) 653-1246
,The Wild Detectives,javi@thewilddetectives.com,"314 W. Eighth Street Dallas, TX 75208",United States,Texas,https://thewilddetectives.com/,(214) 942-0108
,Poets Billiards & Bar,jcrewag@gmail.com,"1637 Texas Avenue South College Station, TX 77840",United States,Texas,http://www.poetsbilliardsbcs.com,(979) 696-3351
,Homer's Bar and Music Venue,jeff.booking.homers@gmail.com,"4201 N. 1st Street Abilene, TX 79603",United States,Texas,,(325) 691-9995
,Four Bullets Brewery,jeff@fourbulletsbrewery.com,"640 N. Interurban Street Richardson, TX 75081",United States,Texas,https://www.fourbulletsbrewery.com/,(469) 351-0511
,Nate's Seafood,jeff@natesseafood.com,"14951 Midway Road Addison, TX 75001",United States,Texas,https://www.natesseafood.com/,(972) 701-9622
,The Kessler Theater,jeff@thekessler.org,"1230 W. Davis Street Dallas, TX 75208",United States,Texas,https://thekessler.org/,(214) 272-8346
,Yoga. Art. Music.,jennifer@yoga-art-music.com,"9850 Walnut Hill Lane #427 Dallas, TX 75238",United States,Texas,https://yoga-art-music.com,(214) 238-2188
,The 101,jeremy@101bcs.com,"101 S. Texas Avenue Bryan, TX 77803",United States,Texas,,(979) 485-2811
,Joe Blues,jerrybluestar@gmail.com,"1420 S. Alamo Street San Antonio, TX 78210",United States,Texas,http://joeblueslounge.com/,(210) 212-5421
,Red Zeppelin Records,jesse@redzeppelinrecords.com,"206 E. Louisiana Street McKinney, TX 75069",United States,Texas,https://redzeppelinrecords.com/,(469) 422-6668
,Jandro's Garden Patio,jgpbooking@gmail.com,"2623 N. St. Mary's Street San Antonio, TX 78212",United States,Texas,,
,Deep Ellum Art Company,jlarue@deepellumart.co,"3200 Commerce Street Dallas, TX 75226",United States,Texas,https://deepellumart.co,(214) 697-8086
,San Antonio College,jliedecke@alamo.edu,"1819 North Main Avenue San Antonio, TX 78212",United States,Texas,,
,Picks Bar,jmarinez@picks-bar.com,"4553 N. Loop 1604 West, Suite 1101 San Antonio, TX 78249",United States,Texas,https://www.picksbar.com/,(210) 253-9220
,Old Quarter Acoustic Cafe,jmora125@gmail.com,"413 20th Street Galveston, TX 77550",United States,Texas,https://oldquarteracousticcafe.com/,(409) 762-9199
,The Ranch at Las Colinas,joe.taherzadeh@fbrest.com,"857 W. John Carpenter Freeway Irving, TX 75039",United States,Texas,https://www.theranchlc.com,(972) 506-7262
,Ricky D's,joedorgan101@gmail.com,"10780 Pebble Hills Boulevard El Paso, TX 79935",United States,Texas,https://rickyds.com/live-music/,(915) 222-8407
,Riley's Tavern,joel@rileystavern.com,"8894 FM 1102 New Braunfels, TX 78132",United States,Texas,https://www.rileystavern.com/,(512) 392-3132
,Adair's Saloon,john@adairssaloon.com,"2624 Commerce Street Dallas, TX 75226",United States,Texas,https://www.adairssaloon.com/,(214) 939-9900
,Joker's Icehouse,jokersicehousebarmanager@gmail.com,"7900 Clear Creek Road Killeen, TX 76549",United States,Texas,http://www.jokersicehouse.net,(254) 554-9051
,Baylor University,jordy_dickey@baylor.edu,"1301 South University Parks Drive Waco, TX 76706",United States,Texas,,
,Reno's Chop Shop,joseph@renoschopshopsaloon.com,"210 N. Crowdus Street Dallas, TX 75226",United States,Texas,,
,Wiley College,jovanderbilt@wileyc.edu,"711 Wiley Avenue Marshall, TX 75670",United States,Texas,,
,Pat's Place Lounge,jraymorgan77@gmail.com,"7405 Andrews Highway Odessa, TX 79765",United States,Texas,https://www.facebook.com/people/Pats-Place-Lounge/61550474207333/,(432) 308-9550
,Simon Sez,jsimon1249@sbcglobal.net,"2007 Orchid Avenue McAllen, TX 78504",United States,Texas,,(956) 618-4178
,Natural Bridge Caverns,jtreadwell@naturalbridgecaverns.com,"26495 Natural Bridge Caverns Road San Antonio, TX 78266",United States,Texas,https://naturalbridgecaverns.com,(210) 651-6101
,Texas A&M University Kingsville,julianne.gomez@tamuk.edu,"700 University Boulevard Kingsville, TX 78363",United States,Texas,,
,Old Pal Texas Tavern,julie@pearlsnapmusicgroup.com,"100 E. Market Street Lockhart, TX 78644",United States,Texas,,
,Parlor & Yard,julie@pearlsnapmusicgroup.com,"601 W. 6th Street Austin, TX 78701",United States,Texas,,
,Rustic Tap Beer Garden,julie@rustictapaustin.com,"613 W. 6th Street Austin, TX 78701",United States,Texas,,
,Rusty Bucket BBQ And Tavern,justinparedez@gmail.com,"3113 W. Industrial Avenue Midland, TX 79701",United States,Texas,,(432) 631-5939
,Central Machine Works,jz@cmwbrewery.com,"4824 E. Cesar Chavez Street Austin, TX 78702",United States,Texas,https://www.cmwbrewery.com,(512) 220-2340
,Vista Brewing,karen@vistabrewingtx.com,"125 Lamar Street Suite 106 San Antonio, TX 78202",United States,Texas,https://www.vistabrewingtx.com/san-antonio,(210) 802-1578
,Black Sugar Caffe,kat.blacksugarcaffe@gmail.com,"635 University Boulevard Suite 101 Round Rock, TX 78665",United States,Texas,https://www.blacksugarcaffe.com/,(512) 919-4808
,Black Sugar Caffe,kat.blacksugarcaffe@gmail.com,"109 W. 7th Street #105 Georgetown, TX 78626",United States,Texas,https://www.blacksugarcaffe.com/,(512) 688-3035
,Black Sugar Caffe,kat.blacksugarcaffe@gmail.com,"1310 Cypress Creek Road, Suite #100 Cedar Park, TX 78613",United States,Texas,https://www.blacksugarcaffe.com/,(512) 579-0017
